name,identity,faction,kind,traits,background,tasks,nodes,portrait,asset
月影·水灵,女酋长，主张和平共存,印第安乡党,非同学NPC,温和、坚定、智慧、包容、果决,其夫原为部落酋长，在汉印冲突中阵亡，族人群龙无首之际她挺身而出。以女子之身执掌部落，靠的不是武力而是远超常人的耐心与洞察。她相信两个民族可以共存——前提是汉人学会尊重，印第安人学会自保。她的部落是唯一与汉人城镇和平通商的部落。,月影之约:赴月影·水灵的部落参加和平谈判;寡妇酋长:听其讲述丧夫后扛起部落的故事;共存之道:帮其解决与汉人城镇的土地纠纷;女酋长的困境:在其被激进派质疑时给予支持;月下之盟:见证汉印和平协议的签署,第二章提出和平共存方案；第四章部落遭袭击信念动摇；第六章以和平协议影响终局,端庄的中年印第安女子，长发编辫垂肩，着素雅鹿皮袍，目光温柔而坚定,Art/Portraits/portrait_036
黑熊·地灵,部落长老会议主席，保守派,印第安乡党,非同学NPC,顽固、威严、守旧、多疑、责任感,四十年前曾亲历汉人军队驱逐其部族的惨事，从此对汉人绝不信任。执掌长老会议二十载，坚守'不接触、不融合、不退让'之三不原则。看似顽固不化，实则是在用最笨的方式保护部族——在他看来，任何妥协都是通往灭亡的滑坡。,地灵之怒:面对黑熊·长老对汉人的质询;三不原则:尝试说服其放弃保守路线;旧伤:听其讲述四十年前的驱逐惨事;长老的抉择:在部族存亡关头看其是否松口;地灵的最后通牒:见证其发出独立宣言,第二章反对任何与汉人合作；第四章驱逐汉人商人引发冲突；第六章宣布部落自治宣言,魁梧的老年印第安人，面容如岩石雕刻，双辫花白，着黑熊皮大氅，目光如炬,Art/Portraits/portrait_037
铜皮·双血,混血商人，连接两个世界,印第安乡党,非同学NPC,圆滑、自卑、机变、孤独、渴望认同,汉人商人与印第安女子的私生子，自幼在两个世界中都不是人。汉人叫他'半蛮'，印第安人称他'半白'。他用商人的精明在这两个世界间搭桥，却永远无法真正属于任何一边。最大的愿望不是财富——是有人叫他一声'自己人'。,双血之路:帮铜皮·双血在两族间传递和解信息;半蛮半白:陪其面对两族的排斥;桥梁:在其生意受阻时出谋划策;自己人:在关键时刻承认他是'自己人';双血的选择:在其必须选择立场时给予理解,第三章作为翻译参与谈判；第五章因双重身份被两方追杀；第六章以桥梁身份促成和解,面容混血的青年，肤色偏浅，着汉式短褂与鹿皮靴混搭，眼中常带忧郁笑意,Art/Portraits/portrait_038
蛇语·风灵,部落通译，语言天才,印第安乡党,非同学NPC,灵动、好奇、善辩、敏感、幽默,自幼对语言有惊人天赋，除母语外通晓汉语、西班牙语、法语及五六个部族方言。原是部族间的传话人，后成为汉印外交场合不可或缺的通译。她的翻译从来不是逐字直译——她会根据场合调整措辞，化干戈为玉帛。有人说她操纵语言，她说'语言本就活着'。,蛇语之舌:请蛇语·风灵翻译一份关键外交文件;语言之桥:在其帮助下与印第安人沟通;翻译的阴谋:发现有人在她的翻译中做手脚;风灵的笑声:在紧张谈判中用其幽默化解僵局;最后的翻译:在和平谈判中见证其最关键的翻译,第二章在汉印谈判中充当通译；第四章翻译失误引发危机；第六章在最终谈判中力挽狂澜,灵秀的印第安女子，嘴角常挂微笑，着绣花鹿皮裙，手指灵活如蛇，眼神机敏,Art/Portraits/portrait_039
独眼·鹰扬,走私贩，地下势力首领,印第安乡党,非同学NPC,阴鸷、精明、狠辣、义气、多疑,早年在部落冲突中失去左眼，从此以黑眼罩示人。表面是走街串巷的小贩，暗中却掌控着新京最大的走私网络——从印第安违禁药材到汉人军火，无所不经。与官府、军队、商帮均有千丝万缕的联系。信奉'有价有市即为合法'，却在走私物中夹带部族急需的药品。,独眼的交易:与独眼·鹰扬达成地下交易;走私之路:发现其秘密运输路线;鹰扬之眼:在其眼线被清除后帮其重建情报网;义贼:发现其走私药品救助部族的真相;最后的走私:在内战封锁中抢运救命物资,第三章以走私网络提供关键物资；第五章被军方围剿生死一线；第六章以地下势力影响战局,独眼印第安壮汉，左眼黑罩，满身伤疤，着暗色皮甲，腰悬短刀与钱袋,Art/Portraits/portrait_040
伊尔德·云石,同窗，部落首领之子,印第安乡党,同学NPC,沉稳、矛盾、骄傲、隐忍、聪慧,最大部落联盟酋长之子，背负全族期望入学。精通汉文却从不以此为傲——在他看来，学习汉人的知识不是臣服，而是知己知彼。在学院中沉默寡言，成绩优异却从不张扬。内心在父亲的期望与自己的判断间撕扯：是做部族的好儿子，还是做正确的事？,云石之心:理解伊尔德在两族夹缝中的挣扎;酋长之子:陪其面对部族事务的压力;知己知彼:与其交换对汉印文化的观察;裂缝:在汉印冲突中支持他的中间立场;云石的抉择:在他做出超越父命的选择时在场,第一章与主角建立友谊；第三章在汉印冲突中被两方拉拢；第六章做出改变部族命运的选择,深目高颧的青年，编发缀银饰，着学院制服外披毛皮肩甲，目光如云石沉静,Art/Portraits/portrait_041
花·鹿灵,白羽祭司之女，温柔聪慧,印第安乡党,同学NPC,温柔、灵慧、坚韧、敏感、直觉强,大祭司之女，自幼习祭祀之礼，有传闻她继承了母亲的通灵天赋。入学院是为学习汉人的天文历法以补祭祀之不足。温柔如水，却有着母亲般的坚定——当部族传统被侮辱时，她会用最温柔的语气说出最锋利的话。,灵花之语:听花·鹿灵讲述部族的创世神话;天象之书:帮其获取汉人天文历法典籍;温柔之刃:在其被侮辱时帮其化解冲突;祭司的女儿:陪其参加一次部族祭祀;花开有时:在其面临婚约与学业冲突时给予支持,第二章以灵性直觉预警危机；第四章为保护部族文化遗产抗争；第六章以祭祀仪式凝聚人心,清秀的印第安少女，长发编辫缀花饰，着学院制服内搭鹿皮绣衣，目光温柔而深远,Art/Portraits/portrait_042
鹰·雷鸟,阿黑酋长侄子，激进派青年,印第安乡党,同学NPC,激进、冲动、热血、傲慢、孤勇,酋长之侄，自视甚高却活在堂兄伊尔德的阴影下。对汉人有着近乎偏执的敌意——他的父亲在汉印冲突中丧生。入学不是为了融入，而是为了'从内部了解敌人'。在学院中常与汉人同学起冲突，被处罚也不悔改。他的愤怒是真的，孤独也是真的。,鹰之怒:化解鹰·雷鸟与汉人同学的冲突;敌人的知识:与其辩论学习汉人知识是否等于背叛;父仇:帮其调查父亲死亡的真相;孤鹰:在其被部族激进派利用时帮其看清真相;鹰的飞翔:在其放下仇恨时给予认可,第二章多次挑起汉印冲突；第五章被激进派利用引发暴力事件；第六章在仇恨与理性间抉择,英气逼人的印第安青年，面容棱角分明，鹰羽编发，着制服但常赤膊，目光如鹰隼,Art/Portraits/portrait_043
石·地灵,黑熊长老之孙，沉默寡言的防御型,印第安乡党,同学NPC,沉默、厚重、守成、固执、可靠,黑熊长老之孙，完美继承了祖父的顽固与沉默。入学是为学习汉人的筑城防御术——在他看来，最好的进攻就是让敌人攻不进来。体格如石，性格亦如石，少言寡语却从不缺席任何一场需要他的战斗。与激进派的鹰·雷鸟表兄形成鲜明对比。,磐石之心:与石·地灵共同构筑防御工事;沉默的力量:在关键时刻听他说出压箱底的话;祖父的教诲:在其与祖父理念冲突时做中间人;守成与进取:辩论保守与开放的利弊;石之抉择:在坚守与变通间看其选择,第二章在防御工事课程中崭露头角；第四章帮助加固部族防线；第六章以防御术决定要塞攻防,矮壮如石墩的青年，面容沉静如岩，着学院制服总是整整齐齐，双臂粗壮,Art/Portraits/portrait_044
溪·水灵,月影酋长之女，活泼开朗,印第安乡党,同学NPC,活泼、开朗、聪慧、好奇、乐观,女酋长之女，继承了母亲的外交天赋与乐观天性。在和平部落长大，见惯了汉印和睦相处的日常，因此无法理解激进派的仇恨。她是学院中最受欢迎的印第安学生——热情好客，笑声不断，擅讲故事。但活泼之下是母亲教给她的智慧：笑容是最好的盾牌。,溪水长流:与溪·水灵一起探索新京周边;笑声之盾:在她用幽默化解冲突时给予支持;酋长女儿的秘密:发现其活泼外表下的政治观察力;和平的种子:帮其组织汉印学生联谊活动;溪流的去向:在其面临回家还是留下的抉择时给予理解,第一章以热情打破汉印学生隔阂；第三章组织跨族联谊缓解紧张；第六章以和平行动影响终局,活泼的印第安少女，笑靥如花，双辫缀珠，着学院制服外搭彩绣披肩，眼神明亮,Art/Portraits/portrait_045
黄道周,新科大学院长，启蒙思想传播者,自由派,非同学NPC,睿智、开明、隐忍、坚毅、温和,少年时偶然得到一本来自欧洲的启蒙著作译本，从此灵魂被点燃。以科举入仕，却在官场中格格不入，终因上书言事被贬。后受邀主持新科大学，将启蒙思想融入教学，被视为自由派精神教父。他从不激进——深知在这片土地上，思想必须如水般渗透而非如火般灼烧。,启蒙之光:在黄道周指导下阅读启蒙著作;大学之辩:参与其主持的学术辩论会;火与水:与其讨论激进与渐进改革之路;院长遗愿:在其被罢免时帮助保全大学;最后的课堂:旁听其被驱逐前的最后一堂课,第二章以学术影响力推动改革讨论；第四章被朝廷施压免职；第六章以思想遗产影响终局,清癯儒雅的老者，银发整洁，着学院院长袍，手持书卷，目光温和而深远,Art/Portraits/portrait_046
陆启明,启蒙思想家，著书立说,自由派,非同学NPC,犀利、孤傲、偏执、才华横溢、刻薄,天才型学者，二十岁即写出《民权论》一文，掷地有声，轰动朝野。此后著述不断，笔锋犀利如刀，直指专制弊病。然其人孤傲刻薄，不善交际，与同派中人亦常龃龉。黄道周是他的知音也是对手——一个主张渐进，一个主张疾进，二人之争映射自由派内部分裂。,民权之路:阅读陆启明的著作并与其辩论;疾进与渐进:在其与黄道周争论时选择站队;笔锋之下:帮其将新著秘密出版;流亡之路:在其遭通缉时助其逃离;最后的文章:在其绝笔中读出对时代的最终判断,第二章发表激进言论引发风暴；第五章因著述被通缉流亡；第六章以遗著点燃革命之火,瘦削如鹤的中年文人，面容冷峻，着旧式长衫，握笔如握剑，目光如炬,Art/Portraits/portrait_047
白铁笔,报纸主编，舆论之王,自由派,非同学NPC,敏锐、世故、狡猾、勇敢、贪名,从抄写员做起，凭一手文章白手起家创办《新风报》，成为新京最有影响力的舆论阵地。懂得什么该写什么不该写，什么先写什么后写——舆论是刀，出鞘须有时。表面是自由派吹鼓手，暗中与各派系都有交易。但他底线明确：绝不替暴政辩护。,铁笔之言:向白铁笔提供有价值的新闻线索;舆论之战:在报端论战中为其阵营摇旗呐喊;红线:发现其报道中的自我审查与隐秘立场;铁笔的选择:在报馆被封时助其决定是否继续发声;最后一期:见证《新风报》的最后或新一期,第二章以舆论推动改革议题；第五章报馆被查封；第六章以地下印刷影响战局舆论,精干的中年人，戴圆框眼镜，着灰色文人长衫，手指永远沾墨，嘴角带冷笑,Art/Portraits/portrait_048
孟立新,议会运动支持者，演讲家,自由派,非同学NPC,雄辩、激情、理想主义、冲动、蛊惑,出身市井，无家世无学历，唯有一副好口才。从街头说书人成长为议会运动的演说家，他能让铁匠流泪、让商人慷慨、让士兵动摇。然而雄辩之下是理性的欠缺——他擅长点燃激情，却不知如何在烈火中建立秩序。从鼎新派逐渐倾向革故派，因为他享受山呼海啸的感觉。,广场之声:在孟立新的集会上发表支持演讲;群众之路:随其深入民间了解疾苦;煽风与点火:在其演讲引发暴动时做出抉择;演说家的困境:在其被逮捕时决定是否营救;最后的演说:见证其最壮烈的一次公开演讲,第二章在学院发表议会演说；第四章因煽动群众被通缉；第六章在街头演说中改变局势,壮硕的中年人，声如洪钟，着平民短褐，挥拳演讲时青筋暴起,Art/Portraits/portrait_049
何清风,寒门出身的县令，亲民官,自由派,非同学NPC,正直、务实、清廉、刚硬、倔强,农家子弟，苦读科举出仕，被派至边远小县。上任后推行减税、兴学、平冤狱，得罪了本地豪绅却赢得了民心。被自由派视为'活着的理想'，被权贵视为'不知死活的刺头'。他的存在证明了一件事：清官不是没有，只是活不长。,清官之路:赴何清风治下小县考察政绩;豪绅之围:帮其抵抗本地豪绅的联合打压;民告官:在其被诬告时帮其搜集自证清白的证据;清官的代价:在其家产被抄时见证清廉的真相;最后的县令:在其被罢免时送别,第三章以政绩证明改革可行；第五章遭诬陷被革职；第六章以民间声望影响选边,朴素的中年人，面容清癯，着旧官服补丁多处，手持账册，目光坚定,Art/Portraits/portrait_050
叶秋霜,女权先驱，主张男女平等,自由派,非同学NPC,刚烈、锋利、前卫、偏激、孤勇,商人之女，自幼被禁止读书，偷学后竟才学过人。嫁人后因'牝鸡司晨'被休，此后立誓为女子争一口气。创办女子私塾，撰写《男女平权论》，在街头痛斥'女子无才便是德'。被男人辱骂，被女人非议，却从未退缩。她说：'我来世上，不是为了做谁的附属。',平权之声:参加叶秋霜的女子私塾公开课;牝鸡司晨:在其被围攻时仗义执言;平权论:帮其传播《男女平权论》;女子的战场:在其办学经费被断时筹集资金;秋霜不凋:在其被流放时送行并承诺继志,第三章引发男女平权大辩论；第五章因办学被驱逐；第六章以平权理念影响新政,锐利的中年女子，面容清冷，着深色男式长衫，短发利落，目光如霜,Art/Portraits/portrait_051
贾善贾,商人领袖，自由派金主,自由派,非同学NPC,精明、慷慨、投机、圆滑、有野心,白手起家的巨商，从挑担货郎做到新京商帮之首。资助自由派不是出于理想——他需要打破贵族垄断的贸易特权。在他看来，自由市场就是最好的自由，民主不过是生意畅通的工具。然而长期的资助让他逐渐被理想感染，商人开始有了信念。,善贾之金:替贾善贾传递资助款项;商人的算盘:发现其资助自由派的真正动机;金与义:在其商业利益与自由派理念冲突时做选择;善贾的赌注:在内战前夕看其是否继续下注;最后的生意:帮其在战乱中保住商业网络,第三章资助《新风报》扩大发行；第五章在两派间两头下注被揭穿；第六章以财力决定某一方的物资供应,富态的中年商人，圆脸常笑，着华贵绸袍，手转玉珠，眼底精光闪烁,Art/Portraits/portrait_052
宋公道,民间律师，为平民辩护,自由派,非同学NPC,执拗、正义、口吃、勇敢、悲悯,自幼口吃，被同乡讥为'结巴讼棍'，却凭一支笔一张嘴在公堂上为无数穷人打赢了官司。他信的不是皇帝的法律，而是'公道'二字——法律若不公道，便要改法律。与法治派的区别在于：他替弱者改法，法治派替强者用法。,公道之声:旁听宋公道为平民辩护的庭审;结巴讼棍:在其因口吃被法官嘲笑时支持他;法律的裂缝:帮其找到不公正法律条文的漏洞;公道与法律:在其与法治派律师对簿公堂时助阵;最后的辩护:在其因'犯上'被审判时为他辩护,第三章为印第安人辩护引发关注；第五章因挑战法律被逮捕；第六章在审判中撼动司法体系,瘦削的中年人，面容焦虑，着旧式讼师袍，说话时努力克服口吃，目光执着,Art/Portraits/portrait_053
温改良,工技派，主张技术救国,自由派,非同学NPC,务实、执着、沉默、创新、不谙政治,铁匠之子，自幼痴迷机械，青年时远赴欧洲偷师学艺，归国后在新京创办工技坊。信奉'技术改变一切'——不必争什么主义，只要造出更好的犁、更快的船、更强的炮，一切问题迎刃而解。然而政治从不因技术而缺席，他的工坊终被各方势力觊觎。,改良之路:参观温改良的工技坊并见证新发明;技术中立:在其工坊被各方争夺时帮其维持独立;铁与火:帮其测试新型武器的性能;改良的代价:在其因技术泄密被调查时保护他;最后的发明:见证其完成改变战局的发明,第三章展示新式火器引发军方关注；第五章工坊被各派争夺；第六章以技术突破决定战局,壮实的中年人，满手老茧烫伤，着皮围裙工装，腰挂工具，目光专注,Art/Portraits/portrait_054
丁新学,年轻学者，激进革故派,自由派,非同学NPC,激进、偏执、才华横溢、孤僻、狂热,天才少年，十六岁即入大学任助教，对旧制度深恶痛绝。在他看来，渐进改良不过是慢性自杀——只有彻底推翻旧制才能建立新天。其言辞如烈火，吸引无数青年追随，也让无数人恐惧。孤僻到近乎病态，除学术与革命之外不关心任何事——包括自己的安危。,新学之路:参加丁新学的秘密读书会;烈火文章:帮其散发地下革命传单;狂人与先知:在其激进主张引发暴力时做出判断;革故之路:在其计划武装起义时决定是否加入;新学的终局:在其走投无路时给予最后的选择,第二章在学院传播激进思想；第五章策划武装行动失败；第六章以极端方式推动革命,苍白消瘦的青年学者，戴圆框眼镜，着黑色学袍，目光狂热，手指因写作而变形,Art/Portraits/portrait_055
林素心,同窗，图书馆常客，学者之女,自由派,同学NPC,沉静、博学、独立、隐忍、倔强,学者之女，自幼在书斋中长大，经史子集烂熟于心。入学不为仕途，只为求真知。终日泡在图书馆，与书为伴，被同窗戏称'书蛀'。表面温婉如水，内心却有一座火山——她读的每一本书都在告诉她：这世界不对。与苏明诚一静一动，是自由派同学的阴阳两面。,书蛀之约:与林素心在图书馆共读启蒙著作;静水流深:发现其温婉外表下的激进思想;知识与行动:在其与苏明诚争论'知行'时选择立场;素心之志:帮其完成一篇改革论述;燃烧的书页:在其藏匿禁书被发现时施以援手,第一章以知识引导主角思考；第三章因传播启蒙思想被警告；第六章以思想影响终局选择,清秀文静的少女，长发如瀑，着学院制服内搭素色衣领，手持书卷，目光清明,Art/Portraits/portrait_056
苏明诚,同窗，平民出身激进派,自由派,同学NPC,热血、刚烈、偏激、真诚、冲动,市井小贩之子，从小看尽底层疾苦。入学靠的是全额资助——他本不配踏入贵族学堂，是黄道周破格录取。对特权阶层有天然的敌意，对不公之事绝不沉默。与林素心一火一水，常因'改良还是革命'争论不休。真诚到近乎天真——他相信只要推翻旧制，一切就会变好。,街头之子:随苏明诚深入市井了解民间疾苦;火与水:调解他与林素心的路线之争;热血与冷脑:在其冲动行动前帮其三思;平民的愤怒:在其组织学生抗议时决定加入与否;明诚之路:在其走向极端时做出最后的劝阻或追随,第二章在学院中发起抗议运动；第五章策划学生行动被捕；第六章在出狱后走上更激进之路,黑瘦的少年，面容倔强，着洗旧的学院制服，袖口磨白，目光灼灼,Art/Portraits/portrait_057
何小满,何清风之女，正义感强,自由派,同学NPC,正直、爽朗、莽撞、侠义、倔强,清官何清风之女，自幼随父在小县长大，见过最真实的民生疾苦。性格爽朗如男儿，路见不平必拔刀相助——有时是物理意义上的拔刀。入学后因仗义出手常被罚，却从不悔改。最大的恐惧是变成父亲那样的人——正直到一无所有。,小满之怒:在何小满打抱不平时决定帮谁;清官的女儿:陪其探望被革职的父亲;正义的代价:在其因仗义而受处分时给予支持;小满的恐惧:发现她害怕成为父亲的矛盾;侠义之路:在其面临'正义还是生存'的抉择时给予理解,第二章因仗义出手结识主角；第四章父亲被革职受打击；第六章在正义与生存间抉择,英气的少女，短发利落，着学院制服袖口挽起，拳头上常缠绷带，笑容爽朗,Art/Portraits/portrait_058
丁新芽,丁新学之妹，思想激进,自由派,同学NPC,锐利、聪慧、叛逆、敏感、偏激,丁新学之妹，自幼在兄长的书堆中长大，耳濡目染革命思想。比兄长更激进也更灵活——丁新学是理论家，她是行动派。入学后以笔为刀，在学院壁报上匿名发表犀利文章，被称为'暗夜之笔'。崇拜兄长却也暗中较劲——她要证明自己不只是某人的妹妹。,暗夜之笔:发现丁新芽就是壁报匿名作者;兄妹之道:调解她与丁新学的理念分歧;笔与剑:在其从笔战走向行动时做出选择;新芽破土:帮其发表一篇震动学院的公开信;妹妹的独立:在其脱离兄长阴影时给予认可,第三章匿名文章引发学院风暴；第五章被查出身份遭处分；第六章以笔为武器影响舆论,瘦削锐利的少女，短发齐耳，戴黑框眼镜，着学院制服总扣到最上面，目光如针,Art/Portraits/portrait_059
叶半亩,叶秋霜侄女，文艺少女,自由派,同学NPC,浪漫、敏感、才华横溢、脆弱、理想主义,叶秋霜之侄女，自幼受姑母影响，却走了不同的路——她不争辩，她创作。以诗歌、戏剧、绘画传播自由思想，被称为'新京小才女'。作品表面风花雪月，内里暗藏锋芒。敏感如蝶翼，在学院里如同活在玻璃罩中——美丽而易碎，却始终在飞。,半亩花田:欣赏叶半亩的诗歌与画作;暗藏锋芒:发现其作品中的隐秘政治寓意;玻璃之蝶:在其作品被审查时帮其保全;才女的选择:在其被求婚与创作间犹豫时给予理解;最后的作品:在其创作出最伟大的作品时见证,第二章以文艺作品引发思考；第四章作品被禁遭打击；第六章以艺术作品凝聚人心,纤细如蝶的少女，长发作花环，着学院制服外搭绣花披肩，手持画笔，目光如梦,Art/Portraits/portrait_060
吴存道,教授，法治派精神领袖,法治派,非同学NPC,深沉、威严、精于算计、冷酷、自律,法家信徒，自幼研读韩非商君，深信'法者国之重器'。入学院执教后以铁律治学闻名——迟到者罚，违纪者逐，无人敢犯。然其法非为民之法，乃为权之法——法律是强者治天下的工具，而非弱者求公道的盾牌。与返乡团暗中结盟，以法理论证皇权扩张之正当。,存道之课:旁听吴存道的法家经典课;法与权:与其辩论法律的本质是治民还是治国;铁律:在其严惩违纪学生时选择求情或沉默;存道之谋:发现其暗中操弄学院规则的证据;道之终局:在其政治图谋被揭露时面对最终对峙,第二章以铁律控制学院秩序；第四章与返乡团结盟扩张权力；第六章图谋暴露后做最后博弈,阴鸷的中年教授，面容如铁，着黑色学袍，双手交叠身后，目光如审,Art/Portraits/portrait_061
陈父,大理寺卿，法治派政治核心,法治派,非同学NPC,权谋、深沉、严厉、骄傲、护短,世家大族之长，执掌大理寺二十年，朝中无人敢触其锋。以'法不阿贵'自诩，实则法律在他手中如刀——看谁不顺眼便往谁脖子上架。与吴存道一内一外，把持司法与学术两界。独子陈敬之是其最大的骄傲，也是最深的软肋。,寺卿之威:被陈父召见并接受'善意'警告;法刀之利:目睹其以法律手段整垮政敌;父子:在其与陈敬之关系恶化时做中间人;寺卿的软肋:发现其不为人知的弱点;最后的审判:在其被反噬时见证审判反转,第二章以司法权打击政敌；第四章与吴存道联手控制学院；第六章在权力翻转中被审判,威严的中年贵官，面容如判官，着紫色官袍，手持令箭，目光凌厉,Art/Portraits/portrait_062
徐法官,最高法院大法官,法治派,非同学NPC,刻板、公正（表面）、冷酷、精密、偏执,法律条文的活字典，能背出建国以来每一道法令。以'如律令'为口头禅，判案从不逾规半步。表面公正无私，实则法律在他手中是可以精密操控的工具——只要找到合适的条文，黑可判白，白可判黑。对法律本身的信仰，远大于对正义的信仰。,如律令:旁听徐法官的庭审感受'精准'的司法;条文之谜:发现其对法律条文的创造性解释;公正的面具:在其判决明显偏袒时搜集证据;法官的抉择:在其被要求做出不公判决时观察其反应;最后的法槌:在其做出改变历史的判决时在场,第三章以法律手段压制自由派；第五章在关键审判中偏袒权贵；第六章在终审中做出历史性判决,消瘦的老法官，面容如刻，着黑色法袍，手持法槌，眼神冰冷精密,Art/Portraits/portrait_063
田万亩,大地主，法治派经济后盾,法治派,非同学NPC,贪婪、精明、吝啬、势力、粗俗,从一亩薄田起家，靠兼并、贿赂、诉讼夺地万亩，成为新京最大地主。资助法治派只为保住自己的土地——'私有产权神圣不可侵犯'是他唯一信奉的教条。然而他的'神圣不可侵犯'只适用于自己的地，别人的地则是'价高者得'。粗俗的外表下是精于计算的商人头脑。,万亩之主:参观田万亩的庄园见识贫富悬殊;地契之谜:发现其兼并土地的非法手段;贪婪之壁:在其土地被征用时看其反应;田亩的选择:在其利益与法治派路线冲突时观察其站队;最后的田契:在其田产被没收时见证结局,第三章以土地兼并引发民怨；第五章因征地令与返乡团决裂；第六章以田产归属影响战局,肥硕的地主，面如满月，着华贵绸袍，手把田契，眼缝中精光闪烁,Art/Portraits/portrait_064
程夫子,法家学者，书院山长,法治派,非同学NPC,博学、偏执、迂腐、傲慢、执念,一生钻研法家典籍，著有《韩非新注》《商君精义》，为法治派提供学术根基。在书院中以法家经典授徒，弟子遍布朝堂。然其学问非为经世致用，而是为证明'法家高于一切'——他不在乎天下如何，只在乎'道'在理论上是否自洽。是最纯粹也最危险的法家信徒。,法家之堂:旁听程夫子的法家经典课;道与术:与其辩论法家学说的利弊;经师与人师:发现其只讲理论不顾现实的问题;夫子之怒:在其学术地位被挑战时观察其反应;最后的经义:在其学说被现实击碎时的反应,第二章在学术层面论证法治派合法性；第四章与黄道周的公开辩论；第六章在变局中坚持理论至死,古板的老儒，须长及胸，着旧式深衣，手持竹简，面容固执如石刻,Art/Portraits/portrait_065
蒋军法,军法处长官，铁面无私,法治派,非同学NPC,铁面、冷硬、原则性极强、偏执、孤独,以军法如山闻名全军——无论贵贱，犯法即惩。曾将一位将军之子按军法处置，从此无人敢在其面前托人情。然而铁面之下是深深的孤独——他不与任何派系亲近，不参加任何宴饮，独居军法处如独守孤城。因为他知道：法律若有一丝人情，便不再是法。,铁面军法:目睹蒋军法处置违纪将士;法外之情:在铁面下发现其对无辜者的隐秘怜悯;军法之争:在军法与军令冲突时支持其立场;铁面的裂缝:发现其唯一一次法外开恩的真相;最后的裁决:在其面临法与义的两难时见证裁决,第三章以军法处置主角同伴引发冲突；第五章在军令与法律冲突中选法律被免职；第六章以法理裁定战争责任,冰冷的中年军人，面无表情如铁铸，着军法官黑袍制服，目光如钉,Art/Portraits/portrait_066
庄不群,法治派谋士，深藏不露,法治派,非同学NPC,阴沉、多谋、深藏、冷酷、耐心,出身不详，来历不明，如同从暗处生长的藤蔓。在法治派中从幕僚做起，从不在台前露面，却是每一次重大决策的真正推手。擅长以最小代价换取最大利益，将人视为棋子，将法律视为棋盘。唯一的弱点是其子庄谋——他可以算计天下人，却算不清父子之情。,暗手:发现庄不群在幕后操纵的痕迹;棋局:与其在棋盘上推演政治博弈;不群之谋:揭开其一个隐藏的政治阴谋;父与谋:在其对庄谋的操控被发现时对峙;最后的棋子:在其自己成为棋子时的反应,第二章暗中操控学院选举；第五章策划政变失败后隐遁；第六章以暗手做最后博弈,阴鸷的瘦削男子，面容如影子，着暗色长袍，手执棋子，笑容不达眼底,Art/Portraits/portrait_067
赵世家,赵姓大族族长，传统贵族,法治派,非同学NPC,傲慢、保守、精明、排外、好面子,赵氏乃东渡功臣之后，族中出过三位都督、两位尚书，是新京城最显赫的世家。赵世家执掌族务三十年，维护'贵族不可与平民同列'之铁律如命。与赵夫人同族不同支，明争暗斗不断。他支持法治派不为信仰，只为保住贵族特权——法律若由贵族制定，便天然利贵族。,世家之门:赴赵世家府邸参加贵族宴会;血统之论:与其辩论贵族与平民的优劣;世家之斗:目睹其与赵夫人的族内争斗;门第:在其反对与平民通婚时表明立场;最后的族长:在世家衰落时看其如何面对,第三章以族规压制平民学生；第五章与赵夫人争夺族长之位；第六章在贵族体系动摇时选边,傲慢的老贵族，须发花白，着织金蟒袍，手拄龙头拐，目光居高临下,Art/Portraits/portrait_068
严御史,都察院御史，弹劾专家,法治派,非同学NPC,尖刻、执拗、清廉、迂腐、锐利,以弹劾闻名朝野，从县令弹到尚书，无人能逃其笔锋。自诩'铁面御史'，实则弹劾标准因人而异——对政敌锱铢必较，对同派则视而不见。然而他确有真清廉，家中四壁萧然，从不收受贿赂。他只是真诚地认为：法治派的人不需要弹劾，因为他们代表秩序本身。,铁面御史:旁听严御史的弹劾奏章朗读;弹劾之刃:成为其弹劾的对象或证人;选择性正义:发现其对不同派系的弹劾标准差异;御史的清贫:探访其清寒府邸;最后的弹劾:在其弹劾自己的同派时见证良知的回归,第三章弹劾自由派官员；第五章因弹劾法治派同僚被排挤；第六章弹劾权臣震动朝野,瘦削如竹的中年御史，着补服官帽，手持奏折，面容尖刻如刀,Art/Portraits/portrait_069
许书院,法学院教授，吴存道弟子,法治派,非同学NPC,刻板、严谨、忠诚、自卑、执拗,吴存道最忠诚的弟子，从学生做到教授，一生追随师父的学术与政治路线。对法家学说的理解不及程夫子之深，对权谋的运用不及庄不群之巧，唯有一个'忠'字贯穿始终。然而忠诚之下是深深的自卑——他知道自己只是师父的影子，离了师父便什么也不是。,弟子之路:旁听许书院的法学课;影子:发现其活在师父阴影下的痛苦;忠诚的代价:在其被要求做违背良心之事时观察其挣扎;独立:在其师父失势后看其能否自立;最后的弟子:在其为师父殉道时做出选择,第二章执行吴存道意志管控学院；第五章在师父被揭发时面临忠诚与良知的抉择；第六章选择殉道或背叛,清瘦的中年教授，面容如师父之影，着深色学袍，表情刻板，目光追随之色,Art/Portraits/portrait_070
